Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
608251,NCR,215105,Other sources of Income,2,33090,25220,39656,23739,3509,10989,81590,325,0,4065,117276,90000,448,24630,27282,99100,18798,0,0,134676,Female,46,Widowed,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,75,6,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,4,1,1,0,2
234652,NCR,81327,Wage/Salaries,2,7476,4626,13402,6228,810,4168,38227,2496,0,5280,30270,0,198,55038,5202,880,27228,1000,0,0,Male,30,Married,High School Graduate,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,2,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,7,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,2,0,1,0,1
117118,NCR,58492,Wage/Salaries,2,12799,9984,20002,6862,258,4915,4920,0,3110,660,37410,0,1924,2454,624,1060,4770,0,0,0,Male,36,Married,Elementary Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,4,0,2,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,20,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,1,0,1,0,0
241414,NCR,116045,Wage/Salaries,2,30611,24648,20958,13990,2016,8362,26600,0,3620,1790,52542,33000,3100,8058,1560,7220,17958,0,0,4264,Male,52,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,4,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,49,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,0,0,1,0,0
80184,NCR,17358,Other sources of Income,2,7250,2790,2200,1520,25,1917,2340,0,0,630,21114,16200,2733,1188,312,0,1728,0,0,0,Female,65,Widowed,Elementary Graduate,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,0,0,1,0,0
271058,NCR,130077,Wage/Salaries,2,23294,14924,31514,6216,2260,8288,21440,0,0,11765,40506,24000,820,27276,2616,320,65502,1200,0,0,Male,37,Married,Computing/Information Technology Programs,With Job/Business,Receptionists and information clerks,Worked for private establishment,Single Family,4,0,2,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,13,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,5,0,1,0,1
156798,NCR,39269,Wage/Salaries,2,11134,7540,10706,7091,800,3854,0,0,1950,790,39906,27000,3340,6444,0,0,2124,0,0,0,Male,68,Married,Grade 5,No Job/Business,,,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,49,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,0,0,0,0,0,0,0,1,0,0
151633,NCR,68669,Wage/Salaries,2,16134,11310,16685,7377,1113,6271,7600,0,0,1540,31260,16200,778,9144,2184,840,11832,0,0,0,Male,38,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,49,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,2,0,0,0,0
643802,NCR,216757,Wage/Salaries,2,35725,27300,36936,14646,3928,14006,53300,4160,0,7705,107352,66000,1960,38844,31236,30690,46560,0,0,48102,Male,55,Married,First Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,6,0,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,7,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,1,1,0,0,1,7,2,1,0,1
639928,NCR,201923,Other sources of Income,2,48896,26880,54210,19260,6515,11272,38350,0,0,34730,141732,120000,9173,54870,3726,11150,25908,0,0,84000,Female,68,Widowed,Teacher Training and Education Sciences Programs,No Job/Business,,,Extended Family,6,0,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,27,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,2,1,0,0,0,4,0,1,0,0
248677,NCR,129273,Wage/Salaries,2,31675,25740,13302,14598,490,7561,46800,6448,30850,1440,41148,0,224,7434,2184,2150,17184,0,0,0,Male,46,Married,Second Year High School,With Job/Business,Welders and flamecutters,Worked for private establishment,Single Family,6,0,4,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,10,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,0,0,0,0,0,2,0,1,0,0
236510,NCR,155115,Wage/Salaries,2,60956,52074,26278,12964,2205,10664,16900,4212,8228,3535,28620,21000,1129,8766,1140,5740,17232,0,0,0,Male,54,Married,Elementary Graduate,With Job/Business,Chemical products machine operators n. e. c.,Worked for private establishment,Single Family,5,1,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,15,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,1,0,0
288530,NCR,148837,Other sources of Income,2,29908,14976,26912,17570,2027,10317,33280,0,0,7020,102450,78000,2105,17352,9186,10190,14718,0,0,0,Female,35,Married,High School Graduate,No Job/Business,,,Single Family,6,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,240,9,4,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,0,1,1,1,0,1,2,0,1,0,0
231184,NCR,136539,Wage/Salaries,2,22200,9698,12094,14435,2300,4874,67020,990,15860,4060,43290,0,11017,10602,4320,1350,16890,0,0,0,Male,44,Married,Elementary Graduate,With Job/Business,Plastic products machine operators,Worked for private establishment,Single Family,5,0,2,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,16,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,1,1,0,0,0,2,0,0,0,0
152490,NCR,55210,Wage/Salaries,2,13540,9888,7911,6030,2385,2700,11827,2114,1040,3262,37626,0,4578,3510,3024,635,20556,0,0,0,Male,27,Married,High School Graduate,With Job/Business,Machine tool operators,Worked for private establishment,Single Family,4,1,1,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,16,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,1,1,0,0,0,2,0,0,0,0
112006,NCR,54517,Wage/Salaries,2,13248,7930,6746,2972,2910,3845,7260,0,1810,2689,20928,9000,1236,6282,2370,0,9570,1500,0,12000,Female,61,Widowed,High School Graduate,With Job/Business,Sewing machine operators,Worked for private establishment,Single Family,2,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,39,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,1,0,0,0,0,0,0,2,0,0,0,0
121920,NCR,55588,Wage/Salaries,2,12256,8970,4484,3593,2380,4138,17780,138,0,2695,32850,9000,15000,9300,2580,7520,8742,1300,0,35520,Male,55,Married,High School Graduate,No Job/Business,,,Single Family,3,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,17,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,2,0,0,0,0
282085,NCR,109683,Wage/Salaries,2,27868,20672,13397,8117,794,3446,27390,1440,4525,3995,32250,0,3283,32682,2742,0,24834,2500,0,0,Male,26,Married,High School Graduate,With Job/Business,"Structural-metal preparers, erectors and related workers",Worked for private establishment,Two or More Nonrelated Persons/Members,6,1,2,4,Multi-unit residential,"Light material (cogon,nipa,anahaw)",Light,16,15,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0
518704,NCR,103266,Wage/Salaries,2,31861,26520,17201,5625,2108,4161,17380,467,1170,7730,82842,42000,30022,73716,10098,5400,20748,7400,0,0,Male,65,Married,High School Graduate,With Job/Business,Directors and chief executives of corporations,Worked for private establishment,Extended Family,11,2,3,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,23,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,0,1,0,0,0,5,0,0,0,1
142822,NCR,48575,Enterpreneurial Activities,2,15013,10712,8026,3806,1865,3004,7550,0,0,1973,45114,30000,1223,6930,1680,1440,11142,0,0,96522,Male,62,Married,Second Year High School,With Job/Business,Motor vehicle mechanics and related trades workers,Self-employed wihout any employee,Single Family,4,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,23,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,1,0,0,0,0
113048,NCR,61945,Wage/Salaries,2,23730,17368,7769,8050,2365,4272,7000,1020,0,2570,50640,9600,2018,7854,4638,1770,13356,0,0,0,Male,30,Married,Third Year High School,With Job/Business,"Doorkeepers, watchpersons and related workers",Worked for private establishment,Single Family,6,1,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,15,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
397376,NCR,178809,Wage/Salaries,2,24284,17500,20199,5433,2461,6623,94190,1454,3620,2995,62040,30000,8130,21642,7500,16810,23994,1089,0,145400,Male,44,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,64,20,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,6,2,1,0,1
238718,NCR,131624,Wage/Salaries,2,52243,47737,12878,3959,1769,2623,42135,564,7059,3960,44208,24000,300,18348,1800,0,4806,780,0,0,Male,58,Married,Elementary Graduate,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Single Family,3,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,30,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,3,0,0,0,0
187268,NCR,85498,Wage/Salaries,2,17296,10640,8742,8622,2777,4747,28100,695,1629,5000,45858,0,997,21456,8220,1370,12798,378,0,0,Male,36,Married,Second Year College,With Job/Business,Cooks,Worked for private establishment,Single Family,4,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,42,31,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,2,1,1,0,0
75965,NCR,25734,Other sources of Income,2,9833,5018,3202,2813,728,1810,860,0,0,1395,46068,36000,425,1548,180,0,2688,626,0,27975,Female,64,Divorced/Separated,Elementary Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,2,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,1,0,1,0,0
165629,NCR,98212,Wage/Salaries,2,18536,15270,18171,12236,2555,4068,22945,96,0,2295,59904,36000,3178,13788,3720,4380,15054,230,0,57641,Male,40,Married,First Year College,With Job/Business,Motorcycle drivers,Worked for private establishment,Single Family,6,0,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,2,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,5,0,0,0,0
201524,NCR,93252,Wage/Salaries,2,27823,18221,8662,10315,3268,8677,9622,1558,3801,6230,53250,0,599,12102,3600,1080,15918,0,0,0,Male,28,Married,High School Graduate,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Single Family,6,2,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,20,17,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
217856,NCR,83732,Wage/Salaries,2,20026,14661,8448,6961,3349,5884,20240,7010,1629,3345,56070,0,0,9522,3318,180,12792,0,0,98880,Male,45,Married,Elementary Graduate,With Job/Business,Street ambulant vendors,Self-employed wihout any employee,Single Family,4,0,2,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,15,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
199504,NCR,55261,Wage/Salaries,2,15166,11967,6473,8670,3275,3638,700,1100,390,1680,49806,27000,398,4464,2520,0,30372,0,0,51120,Male,49,Married,Third Year High School,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,45,2,Own or owner-like possession of house and lot,"Water-sealed, other depository, shared with other household",1,"Shared, faucet, community water system",1,1,0,1,1,0,0,0,1,0,1,0,0
479502,NCR,108898,Enterpreneurial Activities,2,29885,19773,15232,3572,3962,7241,23310,1228,1764,3440,62790,0,60,17280,3072,1450,15510,0,0,353760,Male,43,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Extended Family,4,0,2,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,26,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,0,2,0,0,0,0
591484,NCR,247300,Wage/Salaries,2,58960,26700,16069,16804,11242,9685,38636,540,8280,8205,105678,48000,2688,34176,20640,3595,42996,153450,0,95938,Female,60,Widowed,Second Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,11,2,3,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,35,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,0,7,1,0,0,1
505170,NCR,177110,Wage/Salaries,2,48045,36653,16868,11287,2589,6986,56330,945,7240,5805,64080,36000,2322,18420,7776,910,33960,6000,0,22416,Male,47,Married,Third Year High School,With Job/Business,Building construction laborers,Worked for private establishment,Extended Family,9,1,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,40,25,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,1,1,0,0,0,6,0,0,0,0
